Company_name_encoded,TypeName_name_encoded,Cpu_brand_name_encoded,CPU_vel,GPU_name_encoded,Ram,first_type_name_encoded,first_size,second_type_name_encoded,second_size,Touchscreen,Ips,Inches,ppi,os_name_encoded,Price
7,3,26,1.8,3,16,1,1000,2,0,0,1,17.3,127.33567457123111,2,22000
11,1,26,2.8,3,16,3,512,0,1000,0,0,17.3,127.33567457123111,2,51900
10,0,26,2.8,3,8,3,512,2,0,1,1,15.6,141.21199808219862,2,35300
4,3,26,1.8,0,8,3,128,0,1000,0,0,17.3,127.33567457123111,2,23700
10,3,24,2.0,2,4,3,256,2,0,0,0,15.6,141.21199808219862,1,9200
7,3,25,1.6,2,4,1,0,2,0,0,1,15.6,141.21199808219862,2,15000
4,3,25,2.5,2,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,13600
4,3,25,2.5,0,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,11700
4,0,25,1.6,2,8,3,256,2,0,1,0,15.6,141.21199808219862,2,16600
2,0,26,1.8,2,8,3,512,3,512,1,0,13.3,165.6321180513006,2,31100
10,3,25,2.5,2,4,1,1000,2,0,0,0,15.6,141.21199808219862,1,9700
7,3,26,1.8,3,8,1,1000,2,0,0,0,17.3,127.33567457123111,2,21100
10,3,26,1.8,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,18200
1,4,25,2.9,2,8,3,512,2,0,0,1,13.3,226.98300468106115,0,40700
2,1,23,3.0,0,16,3,256,0,1000,0,0,17.3,127.33567457123111,2,32100
4,3,26,1.8,0,8,3,256,2,0,0,0,15.6,141.21199808219862,1,15200
10,0,26,2.6,2,16,3,512,2,0,1,0,14.0,209.8006828649808,2,51900
16,3,26,2.5,3,8,1,0,2,0,0,0,15.6,100.45466986113651,2,16800
4,3,26,2.7,2,12,1,1000,2,0,0,0,15.6,100.45466986113651,2,14800
4,3,26,1.8,0,8,3,128,0,1000,0,0,17.3,127.33567457123111,1,22800
0,3,26,1.8,3,8,1,1000,2,0,0,1,15.6,141.21199808219862,2,15400
10,3,24,2.0,2,4,1,1000,2,0,0,0,17.3,106.11306214269258,2,10100
10,3,26,1.8,3,8,1,2000,2,0,0,0,17.3,127.33567457123111,1,17600
10,3,26,2.7,3,6,3,128,0,1000,0,0,17.3,106.11306214269258,2,17800
4,3,24,2.0,0,4,1,1000,2,0,0,0,15.6,141.21199808219862,1,8800
10,1,25,2.5,3,8,3,256,2,0,0,1,15.6,141.21199808219862,2,17200
10,3,25,2.5,2,6,3,256,2,0,0,0,15.6,141.21199808219862,2,12000
0,3,26,1.8,3,8,3,256,2,0,0,1,15.6,141.21199808219862,2,19700
0,3,26,2.7,2,12,1,1000,2,0,1,1,15.6,141.21199808219862,2,13600
10,3,26,2.7,2,8,3,256,2,0,0,1,15.6,141.21199808219862,2,22700
2,4,25,2.5,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,20300
10,1,26,2.8,3,16,3,256,0,1000,0,1,15.6,141.21199808219862,2,24400
10,3,26,2.7,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,1,13600
0,3,27,1.5,2,2,3,16,2,0,0,0,15.6,100.45466986113651,1,4100
2,1,26,2.8,3,8,1,1000,2,0,0,0,17.3,127.33567457123111,2,24600
7,3,24,2.0,2,8,1,1000,2,0,0,0,17.3,106.11306214269258,2,10100
4,3,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,38000
10,3,25,1.6,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,15300
10,1,26,2.8,3,8,1,1000,2,0,0,1,15.6,141.21199808219862,2,26900
0,3,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,1,20300
4,5,26,2.9,3,16,3,256,2,0,0,0,17.3,127.33567457123111,2,59900
10,3,0,2.4,0,6,1,1000,2,0,0,0,15.6,141.21199808219862,2,10300
2,4,26,2.7,3,16,3,512,2,0,0,0,15.6,141.21199808219862,2,30500
2,3,24,2.4,2,4,3,128,2,0,0,0,14.0,111.93520355955211,2,10500
2,1,26,2.8,3,16,3,256,0,1000,0,0,17.3,127.33567457123111,2,44000
10,3,25,2.5,3,6,1,1000,2,0,0,0,17.3,106.11306214269258,2,13400
10,3,25,2.5,3,8,1,2000,2,0,0,0,15.6,100.45466986113651,1,11400
2,1,26,2.8,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,26200
10,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,7400
7,0,26,2.8,2,16,3,256,2,0,1,0,13.3,165.6321180513006,2,41000
16,3,26,2.5,3,8,3,256,2,0,0,1,15.6,141.21199808219862,2,21600
10,3,25,2.5,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,17000
7,3,24,2.0,2,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,9700
10,3,25,2.5,2,8,3,256,2,0,0,1,13.3,165.6321180513006,2,20700
4,4,26,1.8,2,16,3,1000,2,0,1,1,13.3,331.2642361026012,2,51900
11,1,26,2.8,3,16,3,256,0,1000,0,1,15.6,141.21199808219862,2,43600
0,3,9,2.2,0,8,3,256,2,0,0,0,15.6,141.21199808219862,2,9700
2,0,27,1.1,2,2,0,32,2,0,1,0,11.6,135.0942111925629,2,5700
4,3,25,1.6,0,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,17500
7,0,26,1.8,2,16,3,1000,2,0,1,1,13.3,331.2642361026012,2,50800
10,3,27,1.6,2,4,0,16,2,0,0,0,13.3,117.82653006268643,1,9500
7,3,25,2.5,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,20300
0,3,27,1.6,2,4,0,128,2,0,0,0,11.6,135.0942111925629,2,10000
7,3,26,2.7,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,26800
10,3,25,2.5,3,4,1,1000,2,0,0,0,17.3,106.11306214269258,2,12200
2,3,26,2.7,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,22700
7,3,26,1.8,2,8,1,1000,2,0,0,1,15.6,100.45466986113651,2,18700
0,3,4,2.7,0,8,3,256,2,0,0,0,15.6,100.45466986113651,2,13600
10,3,27,1.1,2,4,0,32,2,0,0,0,14.0,111.93520355955211,2,6000
0,3,25,2.5,2,6,1,1000,2,0,0,0,15.6,100.45466986113651,2,11400
2,4,26,2.7,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,21800
7,4,26,2.7,2,8,3,256,2,0,0,0,12.5,176.23257360658386,2,27700
4,3,26,2.8,3,32,3,1000,2,0,1,0,15.6,282.42399616439724,2,54800
11,1,26,2.8,3,8,3,256,0,1000,0,0,17.3,127.33567457123111,2,24900
16,3,25,2.5,2,8,3,256,2,0,0,1,15.6,141.21199808219862,2,19500
2,3,26,2.7,2,8,3,256,0,1000,0,0,14.0,157.3505121487356,2,27700
10,3,24,2.0,2,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,9300
2,1,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,20700
7,3,25,2.6,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,26300
4,4,25,1.6,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,21700
7,3,25,2.5,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,23700
2,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,5700
4,3,25,1.6,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,23700
4,3,27,1.6,2,4,1,0,2,0,0,0,15.6,100.45466986113651,1,5700
10,3,4,3.6,0,12,1,2000,2,0,0,0,15.6,141.21199808219862,2,18600
7,3,24,2.4,3,8,1,1000,2,0,0,1,15.6,141.21199808219862,2,14800
10,0,26,1.8,2,16,3,512,2,0,1,1,13.9,316.96506044349616,2,43600
4,4,26,1.8,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,32800
10,1,26,2.8,3,16,3,256,0,2000,0,1,15.6,141.21199808219862,2,23400
7,3,27,1.6,2,2,0,32,2,0,0,0,14.0,111.93520355955211,2,5700
4,4,26,1.9,2,16,3,512,3,256,0,0,15.6,141.21199808219862,2,33400
2,0,27,1.1,2,4,0,32,2,0,1,0,11.6,135.0942111925629,2,7700
4,4,25,1.6,0,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,13700
4,3,26,2.8,3,16,3,512,2,0,1,0,15.6,282.42399616439724,2,42100
7,3,26,2.7,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,27000
11,1,26,2.8,3,8,3,128,0,1000,0,0,17.3,127.33567457123111,2,29200
7,5,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,36100
16,3,26,2.5,3,16,3,512,2,0,0,1,15.6,141.21199808219862,2,29100
4,3,26,1.8,0,8,3,128,0,2000,0,0,15.6,141.21199808219862,2,20100
10,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,1,6600
4,1,25,2.5,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,20700
4,3,25,2.5,2,8,1,2000,2,0,1,0,15.6,100.45466986113651,2,11500
4,3,25,2.6,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,29600
7,3,24,2.0,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,9100
2,3,25,2.5,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,19600
10,3,25,2.5,3,6,3,128,0,1000,0,0,17.3,106.11306214269258,2,14900
7,3,25,2.5,2,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,13200
10,3,24,2.0,3,8,3,256,2,0,0,0,15.6,100.45466986113651,1,10300
7,3,27,1.6,2,8,1,2000,2,0,0,0,15.6,100.45466986113651,2,8000
4,3,25,1.6,0,8,3,128,0,1000,0,0,17.3,127.33567457123111,2,22500
10,1,25,2.5,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,1,16800
4,3,26,2.7,0,8,3,256,2,0,0,0,15.6,141.21199808219862,2,18600
7,4,26,2.7,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,36300
2,0,26,2.7,3,12,3,512,0,2000,1,0,15.6,141.21199808219862,2,22800
0,3,11,3.0,0,4,3,128,2,0,0,0,15.6,100.45466986113651,2,8800
2,1,23,3.0,0,16,3,256,0,1000,0,1,17.3,127.33567457123111,2,45600
10,3,9,2.2,0,4,3,128,2,0,0,0,17.3,106.11306214269258,2,10100
4,0,26,1.8,2,8,3,256,2,0,1,0,13.3,165.6321180513006,2,18000
7,3,11,3.0,0,4,3,256,2,0,0,0,15.6,141.21199808219862,2,10100
10,2,27,1.1,2,4,3,128,2,0,0,1,11.6,135.0942111925629,2,11400
4,3,27,1.6,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,6400
2,3,27,1.1,2,4,0,32,2,0,0,0,14.0,111.93520355955211,2,5900
0,3,26,2.8,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,1,17500
7,1,26,2.8,3,8,3,128,0,1000,0,1,17.3,127.33567457123111,2,24700
10,3,24,2.0,2,4,3,128,2,0,0,0,15.6,141.21199808219862,1,8300
2,1,26,2.8,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,34300
10,3,25,2.5,3,8,3,256,2,0,0,1,14.0,157.3505121487356,2,22800
2,4,26,2.7,2,16,3,512,2,0,1,0,13.3,165.6321180513006,2,36300
10,4,26,2.7,2,8,3,512,2,0,0,1,14.0,209.8006828649808,2,47400
10,3,24,2.4,2,4,3,128,2,0,0,1,13.3,165.6321180513006,2,11400
4,5,25,2.6,0,8,1,0,2,0,0,0,15.6,141.21199808219862,2,28400
4,5,26,2.7,3,8,3,256,2,0,0,1,15.6,141.21199808219862,2,44300
10,0,26,2.7,2,16,3,512,2,0,1,0,14.0,209.8006828649808,2,52100
2,1,26,2.8,3,8,1,1000,2,0,0,0,17.3,127.33567457123111,2,21500
2,1,26,2.8,3,16,3,256,0,1000,0,0,17.3,127.33567457123111,2,33000
0,3,25,1.6,3,12,1,1000,2,0,0,1,15.6,100.45466986113651,2,14400
11,1,26,2.8,3,8,3,256,2,0,0,0,17.3,127.33567457123111,2,28000
4,3,26,2.7,0,8,3,256,2,0,0,0,15.6,141.21199808219862,1,16100
7,4,11,3.0,0,4,3,256,2,0,0,0,15.6,141.21199808219862,2,10300
10,3,26,1.8,0,8,3,256,2,0,0,1,15.6,141.21199808219862,2,25500
10,3,25,2.5,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,19400
4,5,26,2.8,3,8,3,256,2,0,1,0,15.6,282.42399616439724,2,56300
10,4,26,2.7,2,16,3,1000,2,0,0,1,14.0,209.8006828649808,2,54500
10,3,27,1.1,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,6300
2,1,26,2.8,3,16,3,256,0,1000,0,0,17.3,127.33567457123111,2,31700
10,3,25,1.6,0,8,3,256,0,1000,0,1,15.6,141.21199808219862,2,23700
0,3,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,1,18200
11,1,26,2.8,3,16,3,256,0,1000,0,0,17.3,127.33567457123111,2,46700
2,4,26,2.7,2,8,3,512,2,0,0,0,14.0,157.3505121487356,2,38900
16,4,26,2.5,2,16,3,512,2,0,0,0,13.3,165.6321180513006,2,36300
4,4,26,2.8,2,8,3,512,2,0,0,0,14.0,157.3505121487356,2,34900
10,3,24,2.0,2,4,1,0,2,0,0,0,15.6,141.21199808219862,2,8400
10,3,27,1.1,2,2,0,32,2,0,0,0,11.6,135.0942111925629,2,6300
10,5,26,2.8,3,8,3,512,2,0,0,0,15.6,141.21199808219862,2,39900
10,4,26,2.8,3,8,3,512,2,0,0,1,14.0,209.8006828649808,2,40300
7,3,24,2.0,0,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,9700
0,0,26,2.5,2,8,3,256,2,0,1,1,13.3,165.6321180513006,2,16300
2,0,25,2.5,2,8,3,256,2,0,1,1,13.3,165.6321180513006,2,19200
4,3,25,2.5,0,4,3,256,2,0,0,0,15.6,141.21199808219862,1,12400
4,3,24,2.0,2,4,3,128,2,0,0,0,13.3,117.82653006268643,2,14300
7,4,26,2.5,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,31100
4,3,25,2.5,2,8,1,1000,2,0,0,0,15.6,100.45466986113651,2,11200
10,4,26,1.8,0,8,3,256,2,0,0,1,14.0,157.3505121487356,2,25200
10,0,26,2.8,3,16,3,512,2,0,1,1,15.6,282.42399616439724,2,39400
3,3,27,1.1,2,6,0,64,2,0,0,1,12.3,267.3384360344031,2,9300
7,3,26,2.9,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,29600
2,3,24,2.4,3,8,1,1000,2,0,0,0,15.6,141.21199808219862,1,12400
4,1,26,2.9,3,16,3,256,0,1000,0,1,17.3,169.78089942830815,2,58100
4,1,26,2.8,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,24000
4,3,26,1.8,0,8,3,256,0,2000,0,0,15.6,141.21199808219862,2,23700
4,4,26,2.8,2,8,3,256,2,0,0,0,14.0,157.3505121487356,1,22800
7,1,26,2.8,3,12,3,256,0,1000,0,0,17.3,127.33567457123111,2,41500
12,0,27,1.1,2,4,3,32,2,0,1,1,11.6,189.90579052433606,2,6200
15,2,27,1.6,2,4,0,16,2,0,0,0,11.6,135.0942111925629,1,5500
10,3,26,2.7,2,8,3,256,2,0,0,1,13.3,165.6321180513006,2,20900
10,3,24,2.7,2,4,3,128,2,0,0,1,14.0,157.3505121487356,2,12400
10,5,26,2.8,3,16,3,512,2,0,0,1,15.6,282.42399616439724,2,50800
10,3,26,2.9,3,16,3,512,2,0,0,0,15.6,141.21199808219862,2,50800
2,1,22,3.2,0,8,3,256,0,1000,0,0,17.3,127.33567457123111,2,35200
7,3,27,1.6,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,7200
6,4,26,1.3,2,16,3,512,2,0,1,0,12.3,234.50740003017813,1,45600
10,4,26,2.7,2,24,3,512,2,0,0,0,14.0,209.8006828649808,2,49400
2,3,25,2.5,2,4,3,256,2,0,0,0,15.6,141.21199808219862,1,11600
10,3,7,2.5,0,8,1,1000,2,0,0,0,17.3,106.11306214269258,2,10700
4,3,25,1.6,0,4,3,256,2,0,0,0,15.6,141.21199808219862,2,15500
10,4,25,2.5,2,8,3,256,2,0,0,1,12.5,176.23257360658386,2,29600
10,3,27,1.1,2,4,3,128,2,0,0,0,15.6,141.21199808219862,2,7200
7,1,26,2.8,3,8,3,128,0,1000,0,1,15.6,141.21199808219862,2,22800
4,3,25,2.8,3,8,3,256,2,0,0,0,14.0,157.3505121487356,2,24400
0,3,25,2.5,2,4,1,0,2,0,0,0,15.6,100.45466986113651,1,9100
4,5,27,3.0,3,8,0,64,0,1000,0,0,15.6,141.21199808219862,2,41400
11,1,25,2.5,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,21300
13,4,26,2.5,2,16,3,512,2,0,1,0,13.5,200.84255993695703,2,53700
7,3,25,2.5,2,8,3,128,2,0,0,0,15.6,100.45466986113651,2,12200
4,5,26,2.7,3,16,3,256,2,0,0,1,15.6,141.21199808219862,2,41000
7,5,26,2.9,2,8,3,512,2,0,0,1,15.6,141.21199808219862,2,31800
10,3,25,2.5,2,8,3,256,2,0,0,0,14.0,157.3505121487356,2,27900
4,3,26,1.8,0,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,20300
4,0,27,1.6,2,4,1,0,2,0,1,0,11.6,135.0942111925629,2,9900
4,3,26,2.7,3,8,1,1000,2,0,0,1,17.3,127.33567457123111,2,42500
13,4,27,2.2,2,4,3,128,2,0,1,0,13.5,200.84255993695703,2,20500
13,4,26,2.5,2,8,3,256,2,0,1,0,13.5,200.84255993695703,2,37300
7,3,24,2.0,2,8,3,256,2,0,0,0,17.3,106.11306214269258,2,13200
0,3,24,2.0,3,4,1,1000,2,0,0,0,15.6,141.21199808219862,2,11300
0,2,27,1.6,2,4,3,128,2,0,0,0,11.6,135.0942111925629,2,9000
2,3,25,2.5,2,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,15500
10,3,26,2.7,0,8,3,512,2,0,0,1,14.0,157.3505121487356,1,16600
10,3,26,2.9,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,43400
2,3,27,1.1,2,4,1,0,2,0,0,0,15.6,100.45466986113651,2,6300
0,3,24,2.0,3,4,1,0,2,0,0,0,15.6,100.45466986113651,2,9700
4,3,25,1.6,0,8,1,2000,2,0,0,0,15.6,141.21199808219862,2,15700
7,1,26,2.8,3,12,1,1000,2,0,0,1,17.3,127.33567457123111,2,35300
10,4,26,2.6,2,12,3,256,2,0,0,1,14.0,209.8006828649808,2,38600
7,0,26,1.8,2,8,3,512,2,0,1,1,13.3,331.2642361026012,2,41500
7,3,25,2.5,0,8,1,0,2,0,0,0,15.6,141.21199808219862,2,23900
6,4,25,1.2,2,8,3,128,2,0,1,0,12.3,234.50740003017813,1,26400
4,4,25,1.6,2,8,3,256,2,0,1,0,13.3,165.6321180513006,2,38200
2,3,26,2.6,2,12,3,128,0,1000,0,1,15.6,282.42399616439724,2,26900
4,3,24,2.3,2,8,3,128,2,0,0,0,14.0,111.93520355955211,2,15300
4,5,26,2.8,3,8,3,256,2,0,0,0,15.6,141.21199808219862,2,50000
10,3,25,2.5,2,8,3,1,2,0,0,0,14.0,157.3505121487356,2,28300
4,3,25,1.6,0,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,14000
16,3,25,2.5,2,8,3,256,2,0,0,1,13.3,165.6321180513006,2,34700
4,3,26,1.8,3,8,3,512,2,0,0,1,15.6,141.21199808219862,2,26200
4,3,24,2.4,2,4,1,1000,2,0,0,0,15.6,100.45466986113651,2,12100
7,3,25,1.6,2,4,3,128,2,0,0,1,13.3,165.6321180513006,2,15000
3,3,27,1.44,2,4,0,64,2,0,0,0,15.6,141.21199808219862,2,5100
10,3,24,2.0,2,4,3,128,2,0,0,0,15.6,100.45466986113651,2,11700
10,3,25,1.6,2,8,3,256,2,0,0,1,14.0,157.3505121487356,2,21700
4,5,26,2.7,3,16,3,512,2,0,0,1,15.6,141.21199808219862,2,48500
4,3,26,2.8,3,16,3,512,2,0,0,0,15.6,141.21199808219862,2,39400
10,4,26,2.7,2,16,3,512,2,0,0,1,12.5,176.23257360658386,2,37300
2,4,26,2.7,2,16,3,512,2,0,0,0,12.5,176.23257360658386,2,40500
10,3,25,2.5,3,8,3,256,2,0,0,1,15.6,141.21199808219862,2,21000
16,4,26,2.7,2,32,3,512,2,0,1,0,13.3,165.6321180513006,2,58100
2,1,26,2.8,3,8,3,128,0,1000,0,0,15.6,141.21199808219862,2,28000
0,3,1,2.5,0,8,1,1000,2,0,0,0,15.6,100.45466986113651,2,12000
2,1,26,2.6,3,24,3,256,0,1000,1,1,17.3,127.33567457123111,2,26300
10,4,25,2.3,2,8,3,1,2,0,0,1,12.5,125.36742798669837,2,22800
10,3,26,1.8,2,8,3,256,2,0,0,0,15.6,141.21199808219862,2,18600
7,3,26,2.8,2,8,3,1000,2,0,0,0,14.0,157.3505121487356,2,36300
10,3,24,2.4,2,8,3,256,2,0,0,1,13.3,165.6321180513006,2,19700
10,3,25,2.5,2,8,3,256,2,0,0,1,15.6,141.21199808219862,2,18900
2,2,27,1.1,2,4,0,64,2,0,0,0,11.6,135.0942111925629,2,7000
7,3,25,2.5,0,8,3,256,2,0,0,0,15.6,100.45466986113651,2,12800
10,0,25,1.6,2,8,3,256,2,0,1,1,13.9,158.48253022174808,2,33200
10,3,27,1.1,2,4,1,0,2,0,0,0,14.0,111.93520355955211,2,6200
10,2,27,1.6,2,4,3,16,2,0,0,0,11.6,135.0942111925629,1,5500
10,3,25,2.5,2,8,3,256,2,0,0,0,13.3,165.6321180513006,2,19700
2,3,26,2.7,2,8,3,256,0,1000,0,0,15.6,141.21199808219862,2,25400
0,3,25,1.6,3,4,1,1000,2,0,0,1,15.6,141.21199808219862,2,12700
7,4,26,2.7,2,8,3,512,2,0,0,1,13.3,165.6321180513006,2,27400
10,1,26,2.8,3,8,3,256,0,1000,0,1,15.6,141.21199808219862,1,23800
4,4,25,2.5,2,8,3,128,2,0,1,1,13.3,165.6321180513006,2,18600
0,3,26,2.7,3,4,1,0,2,0,0,0,15.6,141.21199808219862,2,13200
4,3,25,2.5,2,8,1,1000,2,0,0,0,15.6,141.21199808219862,2,17300
4,3,26,1.8,0,16,3,256,0,2000,0,0,15.6,141.21199808219862,2,25300
18,3,26,1.8,3,16,3,256,2,0,0,1,15.6,141.21199808219862,1,29000
2,2,27,1.1,2,2,0,32,2,0,0,0,11.6,135.0942111925629,2,5000
7,3,25,1.6,2,4,1,1000,2,0,1,0,15.6,100.45466986113651,2,10800
